title,price,Body Type,colours,Boot Space,Seating Capacity,No. of Doors,Ground Clearance,Engine Type,Displacement,Drive Train,Horse Power,Torque,Fuel System,Max Speed,Transmission Type,Front Brakes,Rear Brakes,Wheel Type,Tyre Size,Wheel Size,Mileage City,Fuel Tank Capacity,Mileage Highway,No. of Airbags,No. of Seatbelts,Number of Speakers,Handbrake,overall_rating,Style,Comfort,Fuel Economy,Performance,Value for Money,image_srcs,what we like,what we dont like,Rear Folding Seat,Child Lock,Heater,Keyless Entry,Defogger,Central Locking,Power Door Locks,Power Steering,Anti-Theft Alarm System,Bluetooth Connectivity,Air Conditioner (AC),Hill Start Assist Control,Anti-Lock Braking System (ABS),Auto Brake Hold,Power Windows,Power Mirrors,Auto Retractable Side Mirrors,Driver Seat Belt Warning,Steering Adjustment,Fog Lights,Traction Control,Vehicle Stability Control,Rear Fog Lamp,ISOFIX Child Seat Anchors,Adjustable Headlights,Side Mirrors with Indicators,DRLs,Android Auto,Apple Car Play,Climate Control,Navigation,Arm Rest,Cruise Control,Push Start,Rear Camera,Rear Parking Sensors,Automatic Head Lamps,Down Hill Assist Control,Brake Assist (BA),Paddle Shifter,Front Camera,Sun Roof,Rear Spoiler,Autonomous Emergency Braking (AEB),Auto Parking System,BlindSpot Detection (BSD),Moon Roof,Front Parking Sensors,Driver Seat Electric Adjustment,Lane Departure Warning System (LDWS),Lane Keep Assist System (LKAS),Heads Up Display (HUD),Heated Seats,Remote Engine Start,Tyre Pressure Monitoring System (TPMS),Dual Exhaust,Rear Seat Entertainment,360 Camera,Wireless Charger,Electric Motor Power,Battery type,Battery Capacity,Charging time,Range
Proton Saga 1.3L Standard A/T,PKR 39.49 lacs,Sedan,"['Armour Silver', 'Jet Grey', 'Quartz Black', 'Rosewood Maroon', 'Ruby Red', 'Snow White']",420 L,5 persons,4 doors,150 mm,Petrol,1300 cc,FWD,91 HP @ 5750 RPM,117 Nm @ 4000 RPM,EFI,180 KM/H,Automatic (AT),Ventilated Disc,Drum,Steel Rims with Wheel Caps,185/60/R14,14 in,12 KM/L,40 L,16 KM/L,2,4,2,Manual,none,none,none,none,none,none,"['https://cache1.pakwheels.com/system/car_version_specification_pictures/815/original/1.jpg?1679482615', 'https://cache2.pakwheels.com/system/car_version_specification_pictures/829/original/13.jpg?1679482834', 'https://cache3.pakwheels.com/system/car_version_specification_pictures/816/original/2.jpg?1679482615', 'https://cache1.pakwheels.com/system/car_version_specification_pictures/831/original/15.jpg?1679482835', 'https://cache3.pakwheels.com/system/car_version_specification_pictures/817/original/3.jpg?1679482615', 'https://cache1.pakwheels.com/system/car_version_specification_pictures/830/original/14.jpg?1679482834', 'https://cache4.pakwheels.com/system/car_version_specification_pictures/828/original/12.jpg?1679482834', 'https://cache2.pakwheels.com/system/car_version_specification_pictures/823/original/9.jpg?1679482618', 'https://cache3.pakwheels.com/system/car_version_specification_pictures/827/original/11.jpg?1679482833', 'https://cache4.pakwheels.com/system/car_version_specification_pictures/824/original/18.jpg?1679482618', 'https://cache4.pakwheels.com/system/car_version_specification_pictures/826/original/10.jpg?1679482833', 'https://cache1.pakwheels.com/system/car_version_specification_pictures/822/original/8.jpg?1679482617', 'https://cache1.pakwheels.com/system/car_version_specification_pictures/832/original/16.jpg?1679482835', 'https://cache3.pakwheels.com/system/car_version_specification_pictures/821/original/7.jpg?1679482617', 'https://cache2.pakwheels.com/system/car_version_specification_pictures/825/original/17.jpg?1679482832', 'https://cache4.pakwheels.com/system/car_version_specification_pictures/820/original/6.jpg?1679482617', 'https://cache4.pakwheels.com/system/car_version_specification_pictures/819/original/5.jpg?1679482616', 'https://cache4.pakwheels.com/system/car_version_specification_pictures/818/original/4.jpg?1679482616']","['Most affordable sedan', 'Reliable car', 'Powerpack features for a sedan', 'First Malaysian Car Brand to enter in Pakistan']","['Outdated Shape', 'Not spacious', 'Fuel Average is not satisfactory', 'Parts are not easily available due to Covid Restrictions in Malaysia']",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,none,Yes,none,Yes,Yes,none,Yes,Yes,none,Yes,none,none,Yes,none,Yes,none,none,none,none,none,none,none,none,none,Yes,none,none,Yes,none,none,none,Yes,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Proton Saga 1.3L Ace A/T,PKR 40.99 lacs,Sedan,"['Armour Silver', 'Jet Grey', 'Quartz Black', 'Rosewood Maroon', 'Ruby Red', 'Snow White']",420 L,5 persons,4 doors,150 mm,Petrol,1300 cc,FWD,91 HP @ 5750 RPM,117 Nm @ 4000 RPM,EFI,180 KM/H,Automatic (AT),Ventilated Disc,Drum,Alloy Wheels,185/55/R15,15 in,12 KM/L,40 L,15 KM/L,2,4,4,Manual,4,4-rating,4-rating,4-rating,4-rating,4-rating,"['https://cache3.pakwheels.com/system/car_version_specification_pictures/835/original/Front.jpg?1679483151', 'https://cache2.pakwheels.com/system/car_version_specification_pictures/836/original/Front-Side.jpg?1679483152', 'https://cache3.pakwheels.com/system/car_version_specification_pictures/837/original/Headlight.jpg?1679483152', 'https://cache2.pakwheels.com/system/car_version_specification_pictures/834/original/DRL.jpg?1679483151', 'https://cache2.pakwheels.com/system/car_version_specification_pictures/843/original/Side-Profile.jpg?1679483155', 'https://cache1.pakwheels.com/system/car_version_specification_pictures/842/original/Side-Mirror.jpg?1679483154', 'https://cache1.pakwheels.com/system/car_version_specification_pictures/841/original/RIM.jpg?1679483154', 'https://cache4.pakwheels.com/system/car_version_specification_pictures/840/original/Rear-Side.jpg?1679483153', 'https://cache1.pakwheels.com/system/car_version_specification_pictures/839/original/Rear-Light.jpg?1679483153', 'https://cache1.pakwheels.com/system/car_version_specification_pictures/838/original/Rear.jpg?1679483152', 'https://cache4.pakwheels.com/system/car_version_specification_pictures/833/original/Boot-Space.jpg?1679483150', 'https://cache1.pakwheels.com/system/car_version_specification_pictures/847/original/Front-Seating.jpg?1679483227', 'https://cache2.pakwheels.com/system/car_version_specification_pictures/846/original/Cockpit.jpg?1679483227', 'https://cache2.pakwheels.com/system/car_version_specification_pictures/845/original/AC-Vents.jpg?1679483226', 'https://cache4.pakwheels.com/system/car_version_specification_pictures/844/original/AC-COntrols.jpg?1679483226', 'https://cache4.pakwheels.com/system/car_version_specification_pictures/848/original/Gear-Box.jpg?1679483228', 'https://cache4.pakwheels.com/system/car_version_specification_pictures/849/original/Infotainment.jpg?1679483228', 'https://cache1.pakwheels.com/system/car_version_specification_pictures/851/original/Steering.jpg?1679483229', 'https://cache4.pakwheels.com/system/car_version_specification_pictures/850/original/Rear-Seating.jpg?1679483229']","['Most affordable sedan', 'Reliable car', 'Powerpack features for a sedan', 'First Malaysian Car Brand to enter in Pakistan']","['Outdated Shape', 'Not spacious', 'Fuel Average is not satisfactory', 'Parts are not easily available due to Covid Restrictions in Malaysia']",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,none,Yes,Yes,none,Yes,Yes,none,Yes,Yes,none,Yes,none,Yes,Yes,none,none,none,none,none,none,none,Yes,Yes,none,none,Yes,none,none,none,Yes,none,none,none,none,Yes,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Proton X70 Executive AWD,PKR 87.99 lacs,SUV,"['Jet Grey', 'Quartz Black', 'Snow White']",515 L,5 persons,5 doors,200 mm,Petrol,1477 cc,AWD,177 HP @ 5500 RPM,255 Nm @ 4000 RPM,TGDI,180 KM/H,Automatic (DCT),Ventilated Disc,Solid Disc,Alloy Wheels,255/60/R18,18 in,10 KM/L,60 L,12 KM/L,6,5,8,Electric,4,5-rating,5-rating,4-rating,5-rating,5-rating,"['https://cache1.pakwheels.com/system/car_version_specification_pictures/1068/original/Front.jpg?1680074487', 'https://cache2.pakwheels.com/system/car_version_specification_pictures/1069/original/Headlight.jpg?1680074487', 'https://cache4.pakwheels.com/system/car_version_specification_pictures/1072/original/RIM.jpg?1680074489', 'https://cache2.pakwheels.com/system/car_version_specification_pictures/1073/original/Sear-Side.jpg?1680074489', 'https://cache1.pakwheels.com/system/car_version_specification_pictures/1070/original/Rear.jpg?1680074488', 'https://cache4.pakwheels.com/system/car_version_specification_pictures/1071/original/Rear-Light.jpg?1680074488', 'https://cache3.pakwheels.com/system/car_version_specification_pictures/1079/original/Door-Panel.jpg?1680074516', 'https://cache3.pakwheels.com/system/car_version_specification_pictures/1085/original/Steering.jpg?1680074518', 'https://cache3.pakwheels.com/system/car_version_specification_pictures/1077/original/Cockpit.jpg?1680074515', 'https://cache2.pakwheels.com/system/car_version_specification_pictures/1078/original/Cockpit1.jpg?1680074515', 'https://cache3.pakwheels.com/system/car_version_specification_pictures/1080/original/Electric-Seats.jpg?1680074516', 'https://cache1.pakwheels.com/system/car_version_specification_pictures/1081/original/Gear-And-Controls.jpg?1680074516', 'https://cache4.pakwheels.com/system/car_version_specification_pictures/1082/original/Infotainment.jpg?1680074517', 'https://cache1.pakwheels.com/system/car_version_specification_pictures/1074/original/AC-Controls.jpg?1680074513', 'https://cache1.pakwheels.com/system/car_version_specification_pictures/1084/original/Rear-Seats.jpg?1680074518', 'https://cache1.pakwheels.com/system/car_version_specification_pictures/1086/original/White-Base-PS-Recovered-Recovered.jpg?1680074519', 'https://cache4.pakwheels.com/system/car_version_specification_pictures/1083/original/Rear-AC-Vents.jpg?1680074517', 'https://cache2.pakwheels.com/system/car_version_specification_pictures/1075/original/Arm-Rest.jpg?1680074514', 'https://cache1.pakwheels.com/system/car_version_specification_pictures/1076/original/Boss-Switch.jpg?1680074514']","['Powerpacked features', 'Good Build Quality', 'First Malaysian Car Brand to enter in Pakistan']","['Lack of spare parts due to Covid restrictions in Malaysia', 'Delivery Issues', 'Production Issues', 'Low Dealership Network']",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,none,Yes,Yes,Yes,Yes,none,none,Yes,none,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,none,Yes,none,Yes,none,none,none,none,Yes,Yes,none,none,none,Yes,none,Yes,none,none,Yes,none,none,none,none,none,none
Proton X70 Premium FWD,PKR 92.99 lacs,SUV,"['Armor Silver', 'Jet Grey', 'Quartz Black', 'Ruby Red', 'Snow White', 'Space Grey']",515 L,5 persons,5 doors,-,Petrol,1477 cc,FWD,177 HP @ 5500 RPM,255 Nm @ 4000 RPM,TGDI,205 KM/H,Automatic (DCT),Ventilated Disc,Solid Disc,Alloy Wheels,225/55/R19,19 in,10 KM/L,60 L,12 KM/L,6,5,9,Electric,4,5-rating,5-rating,4-rating,5-rating,5-rating,"['https://cache2.pakwheels.com/system/car_version_specification_pictures/1052/original/Front-Side.jpg?1680072030', 'https://cache2.pakwheels.com/system/car_version_specification_pictures/1051/original/Front.jpg?1680072030', 'https://cache1.pakwheels.com/system/car_version_specification_pictures/1050/original/Engine.jpg?1680072030', 'https://cache4.pakwheels.com/system/car_version_specification_pictures/1054/original/Headlight.jpg?1680072031', 'https://cache3.pakwheels.com/system/car_version_specification_pictures/1055/original/Rear.jpg?1680072032', 'https://cache1.pakwheels.com/system/car_version_specification_pictures/1056/original/Rear-Light.jpg?1680072032', 'https://cache4.pakwheels.com/system/car_version_specification_pictures/1048/original/BOot.jpg?1680072029', 'https://cache4.pakwheels.com/system/car_version_specification_pictures/1057/original/RIM.jpg?1680072032', 'https://cache1.pakwheels.com/system/car_version_specification_pictures/1058/original/Side-Mirror.jpg?1680072033', 'https://cache1.pakwheels.com/system/car_version_specification_pictures/1059/original/Side-Profile.jpg?1680072033', 'https://cache4.pakwheels.com/system/car_version_specification_pictures/1049/original/Bumper-Bottom.jpg?1680072029', 'https://cache1.pakwheels.com/system/car_version_specification_pictures/1053/original/Grille.jpg?1680072031', 'https://cache3.pakwheels.com/system/car_version_specification_pictures/1064/original/Interior.jpg?1680072055', 'https://cache4.pakwheels.com/system/car_version_specification_pictures/1062/original/Cockpit.jpg?1680072054', 'https://cache2.pakwheels.com/system/car_version_specification_pictures/1060/original/AC-Controls.jpg?1680072053', 'https://cache3.pakwheels.com/system/car_version_specification_pictures/1061/original/AC-Vents.jpg?1680072053', 'https://cache3.pakwheels.com/system/car_version_specification_pictures/1065/original/Rear-AC-vents.jpg?1680072055', 'https://cache1.pakwheels.com/system/car_version_specification_pictures/1066/original/Rear-Seating.jpg?1680072056', 'https://cache4.pakwheels.com/system/car_version_specification_pictures/1067/original/SUnroof.jpg?1680072056', 'https://cache3.pakwheels.com/system/car_version_specification_pictures/1063/original/Gear-and-Controls.jpg?1680072054']","['Powerpacked features', 'Good Build Quality', 'First Malaysian Car Brand to enter in Pakistan']","['Lack of spare parts due to Covid restrictions in Malaysia', 'Delivery Issues', 'Production Issues', 'Low Dealership Network']",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,none,none,Yes,none,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,none,Yes,Yes,Yes,Yes,none,Yes,Yes,Yes,Yes,Yes,none,none,Yes,Yes,Yes,Yes,none,Yes,none,none,none,none,none,none
United Bravo Base Grade ,PKR 15.19 lacs,Hatchback,"['Beige', 'Gray', 'Maroon', 'Royal Blue', 'Silver', 'White']",-,5 persons,4 doors,150 mm,Petrol,796 cc,FWD,40 HP @ 5500 RPM,60 Nm @ 3500 RPM,EFI,140 KM/H,Manual,Solid Disc,Drum,Alloy Wheels,155/65/R13,13 in,12 KM/L,30 L,15 KM/L,0,2,2,Manual,3,4-rating,4-rating,3-rating,3-rating,4-rating,"['https://cache2.pakwheels.com/system/car_generation_pictures/5254/original/bravo.jpg?1595597417', 'https://cache2.pakwheels.com/system/car_generation_pictures/7005/original/Engine.jpg?1663677008', 'https://cache4.pakwheels.com/system/car_generation_pictures/7006/original/Front.jpg?1663677009', 'https://cache1.pakwheels.com/system/car_generation_pictures/7007/original/Front-Side.jpg?1663677009', 'https://cache2.pakwheels.com/system/car_generation_pictures/7008/original/Headligth.jpg?1663677009', 'https://cache1.pakwheels.com/system/car_generation_pictures/7009/original/Side-Profile.jpg?1663677010', 'https://cache3.pakwheels.com/system/car_generation_pictures/7010/original/RIM.jpg?1663677010', 'https://cache4.pakwheels.com/system/car_generation_pictures/7011/original/Rear.jpg?1663677011', 'https://cache1.pakwheels.com/system/car_generation_pictures/7012/original/Rear-Side.jpg?1663677011', 'https://cache1.pakwheels.com/system/car_generation_pictures/7013/original/Rear-Light.jpg?1663677012', 'https://cache3.pakwheels.com/system/car_generation_pictures/7014/original/Door-Panel.jpg?1663677012', 'https://cache2.pakwheels.com/system/car_generation_pictures/7015/original/Cockpit.jpg?1663677013', 'https://cache4.pakwheels.com/system/car_generation_pictures/7016/original/Cluster.jpg?1663677013', 'https://cache4.pakwheels.com/system/car_generation_pictures/7017/original/Infotainment.jpg?1663677014', 'https://cache1.pakwheels.com/system/car_generation_pictures/7018/original/AC-Controls.jpg?1663677014', 'https://cache3.pakwheels.com/system/car_generation_pictures/7019/original/Gear-Box.jpg?1663677015', 'https://cache3.pakwheels.com/system/car_generation_pictures/7020/original/Arm-Rest.jpg?1663677015']","['Affordable Hatchback', 'Compact Size', 'Advanced Features', 'Standard Reverse Camera and Touchscreen Infotainment']","['Not so Good Fuel Average', 'Build Quality Issues', 'Bad Resale', 'Poor Handling']",none,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,none,none,none,Yes,none,none,Yes,none,Yes,none,none,none,none,none,none,none,none,none,none,none,Yes,none,none,Yes,Yes,none,none,none,none,none,none,Yes,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
United Alpha 1.0 Manual,PKR 18.49 lacs,Hatchback,"['Blue', 'Dark Grey', 'Golden', 'Red', 'Silver', 'White']",-,5 persons,5 doors,152 mm,Petrol,1000 cc,FWD,68 HP @ 5500 RPM,93 Nm @ 3500 RPM,MPi,140 KM/H,Manual,Ventilated Disc,Drum,Alloy Wheels,155/65/R13,13 in,12 KM/L,35 L,15 KM/L,0,4,4,Manual,4,4-rating,4-rating,4-rating,5-rating,4-rating,"['https://cache1.pakwheels.com/system/car_generation_pictures/6989/original/Engine.jpg?1663676129', 'https://cache1.pakwheels.com/system/car_generation_pictures/5405/original/alpha-cover.jpg?1609926154', 'https://cache2.pakwheels.com/system/car_generation_pictures/6990/original/Front.jpg?1663676130', 'https://cache2.pakwheels.com/system/car_generation_pictures/6991/original/Front-Side.jpg?1663676131', 'https://cache4.pakwheels.com/system/car_generation_pictures/6992/original/Headlight.jpg?1663676131', 'https://cache2.pakwheels.com/system/car_generation_pictures/6993/original/Side-Profile.jpg?1663676131', 'https://cache1.pakwheels.com/system/car_generation_pictures/6994/original/Side-Mirror.jpg?1663676132', 'https://cache4.pakwheels.com/system/car_generation_pictures/6995/original/RIM.jpg?1663676132', 'https://cache3.pakwheels.com/system/car_generation_pictures/6996/original/Rear.jpg?1663676133', 'https://cache1.pakwheels.com/system/car_generation_pictures/6997/original/Rear-Light.jpg?1663676133', 'https://cache2.pakwheels.com/system/car_generation_pictures/6998/original/Key.jpg?1663676134', 'https://cache3.pakwheels.com/system/car_generation_pictures/6999/original/Cockpit.jpg?1663676134', 'https://cache3.pakwheels.com/system/car_generation_pictures/7000/original/AC-Controls.jpg?1663676134', 'https://cache4.pakwheels.com/system/car_generation_pictures/7001/original/AC-Vents.jpg?1663676135', 'https://cache3.pakwheels.com/system/car_generation_pictures/7002/original/Gear-Box.jpg?1663676135', 'https://cache4.pakwheels.com/system/car_generation_pictures/7003/original/Infotainment-System.jpg?1663676136', 'https://cache1.pakwheels.com/system/car_generation_pictures/7004/original/Steering.jpg?1663676136']","['Cheapest 1000cc New Car in Pakistan', 'Easy and Affordable Maintenence', 'Slightly Good Fuel Average']","['Poor Build Quality', 'Hydraulic Power Steering', 'Same Old Shape that of Chery QQ', 'Poor Handling', 'Poor AC Performance', 'No Safety Features other than seatbelts']",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,none,Yes,Yes,none,none,none,Yes,none,none,Yes,none,Yes,none,none,none,none,none,none,none,none,none,none,none,none,none,none,Yes,none,none,none,none,none,none,none,Yes,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Porsche Cayman S,PKR 3.20 crores,Coupe,"['white ', 'Racing Yellow', 'Guards Red', 'Black', 'Night Blue Metallic', 'GT Silver Metallic']",275 L,2 persons,2 doors,111 mm,Petrol,2497 cc,RWD,350 HP @ 6500 RPM,420 Nm @ 1900 RPM,EFI,280 KM/H,Automatic (DCT),Ventilated Disc,Ventilated Disc,Alloy Wheels,265/45/R18,18 in,11 KM/L,64 L,17 KM/L,6,2,6,Electric,none,none,none,none,none,none,"['https://cache2.pakwheels.com/system/car_generation_pictures/4666/original/Porsche_Cayman.jpg?1503566332', 'https://cache3.pakwheels.com/system/car_generation_pictures/4667/original/porsche_Cayman_(0).jpg?1503642924', 'https://cache1.pakwheels.com/system/car_generation_pictures/4668/original/Porsche_Cayman_2.jpg?1503643216', 'https://cache1.pakwheels.com/system/car_generation_pictures/4670/original/Porsche_Cayman_(1).jpg?1503644605']","['Comfortable Ride Quality', 'Bulky Exterior Looks', 'Luxurious and Spacious Interior', 'Fairly Practical as a sports car']","['No Dealership available in Pakistan now', 'Expensive because of Duties', 'Expensive to Maintain']",none,Yes,Yes,Yes,Yes,none,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,none,Yes,none,none,Yes,none,none,Yes,Yes,Yes,Yes,Yes,none,none,Yes,none,Yes,Yes,none,none,Yes,Yes,none,none,none,none,Yes,none,none,none,Yes,none,Yes,Yes,none,none,none,none,none,none,none,none
Mercedes Benz A Class A200 ,PKR 3.00 crores,Compact sedan,"['Cosmos Black Metallic', 'Denim Blue Metallic', 'Digital White Metallic', 'Gray Metallic', 'Iridium Silver Metallic', 'Jupiter Red', 'Night Black', 'Polar White']",335 L,5 persons,5 doors,104 mm,Petrol,1332 cc,RWD,163 HP @ 5500 RPM,250 Nm @ 1620 RPM,Direct Injection,229 KM/H,Automatic,Ventilated Disc,Solid Disc,Alloy Wheels,225/40/R18,18 in,14 KM/L,60 L,16 KM/L,8,5,4,Electronic,none,none,none,none,none,none,"['https://cache1.pakwheels.com/system/car_generation_pictures/6414/original/A_Class.jfif?1651056396', 'https://cache1.pakwheels.com/system/car_generation_pictures/5613/original/mb-a200-saloon-amg-cars-and-coffee-singapore-4.jpg?1630565476', 'https://cache4.pakwheels.com/system/car_generation_pictures/5614/original/12561_m.jpg?1630565476', 'https://cache4.pakwheels.com/system/car_generation_pictures/5615/original/3-dsc_1529.jpg?1630565477']","['Economical Turbo Powertrain', 'Premium Luxury Sedan', 'Sporty Exterior Design', 'Premium Interior']","['No High-Performance Version', 'Tight Trunk', 'Optional Equipment Causes Cost to Increase']",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,none,Yes,Yes,Yes,Yes,Yes,none,Yes,Yes,none,Yes,Yes,Yes,Yes,none,none,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,none,Yes,none,Yes,none,Yes,none,none,Yes,Yes,Yes,none,Yes,none,none,none,none,none,Yes,none,none,none,none,none
Mercedes Benz GLB Class GLB 200 5-seater ,PKR 3.50 crores,Crossover,"['Cosmos Black Metallic', 'Denim Blue Metallci', 'Designo Patagoia Red Metallic', 'Digital White Metallic', 'Galaxy Blue Metallic', 'Iridium Silver Metallic', 'Mountain Grey Metallic', 'Polar White']",570 L,5 persons,5 doors,135 mm,Petrol,1332 cc,-,163 HP @ 5500 RPM,250 Nm @ 1620 RPM,Direct Injection,180 KM/H,Automatic,Ventilated Disc,Ventilated Disc,Alloy Wheels,215/55/R18,18 in,-,52 L,-,9,5,-,Electronic,none,none,none,none,none,none,"['https://cache1.pakwheels.com/system/car_generation_pictures/5619/original/gb_200_amg_line.jpg?1631007883', 'https://cache2.pakwheels.com/system/car_generation_pictures/5620/original/3779_97d557ed5a83380717694641b2823f6c.jpg?1631007884', 'https://cache3.pakwheels.com/system/car_generation_pictures/5621/original/mercedes-benz-glb.png?1631007885', 'https://cache2.pakwheels.com/system/car_generation_pictures/5622/original/mb-glb200-amg-Cars-and-Coffee-Singapore-9.jpg?1631007885']","['Cool Ambient Lighting', 'Plenty of Space', 'Potent Powertrain Options', 'Luxurious Cabin']","['Looks More like an MPV', 'Drives like a Cheap Mercedes', 'Cramped 3rd Row Seats']",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,none,none,Yes,Yes,Yes,none,Yes,Yes,none,none,Yes,Yes,Yes,Yes,none,Yes,Yes,Yes,Yes,none,none,Yes,Yes,Yes,Yes,Yes,Yes,none,none,Yes,none,none,none,Yes,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Mercedes Benz GLB Class GLB 200 7-seater,PKR 3.60 crores,Crossover,"['Cosmos Black Metallic', 'Denim Blue Metallci', 'Designo Patagoia Red Metallic', 'Digital White Metallic', 'Galaxy Blue Metallic', 'Iridium Silver Metallic', 'Mountain Grey Metallic', 'Polar White']",570 L,7 persons,5 doors,135 mm,Petrol,1332 cc,RWD,163 HP @ 5500 RPM,250 Nm @ 1620 RPM,Direct Injection,180 KM/H,Automatic,Ventilated Disc,Ventilated Disc,Alloy Wheels,215/55/R18,18 in,9 KM/L,52 L,11 KM/L,9,7,6,Electronic,4,5-rating,5-rating,5-rating,4-rating,5-rating,"['https://cache1.pakwheels.com/system/car_generation_pictures/5619/original/gb_200_amg_line.jpg?1631007883', 'https://cache2.pakwheels.com/system/car_generation_pictures/5620/original/3779_97d557ed5a83380717694641b2823f6c.jpg?1631007884', 'https://cache3.pakwheels.com/system/car_generation_pictures/5621/original/mercedes-benz-glb.png?1631007885', 'https://cache2.pakwheels.com/system/car_generation_pictures/5622/original/mb-glb200-amg-Cars-and-Coffee-Singapore-9.jpg?1631007885']","['Cool Ambient Lighting', 'Plenty of Space', 'Potent Powertrain Options', 'Luxurious Cabin']","['Looks More like an MPV', 'Drives like a Cheap Mercedes', 'Cramped 3rd Row Seats']",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,none,Yes,Yes,Yes,Yes,none,none,Yes,Yes,Yes,Yes,Yes,Yes,Yes,none,Yes,Yes,Yes,none,Yes,none,Yes,none,Yes,none,none,Yes,Yes,Yes,none,none,none,none,none,none,none,Yes,none,none,none,none,none
Mercedes Benz E Class E 180 Exclusive,PKR 5.00 crores,Sedan,"['Grey', 'White', 'Silver Metallic', 'Obsidian Black Metallic', 'Nautic Blue  Metallic']",-,5 persons,4 doors,170 mm,Petrol,1497 cc,RWD,154 HP @ 6000 RPM,250 Nm @ 4000 RPM,EFI,220 KM/H,Automatic,Ventilated Disc,Ventilated Disc,Alloy Wheels,265/60/R18,18 in,14 KM/L,66 L,16 KM/L,8,5,4,Electric,none,none,none,none,none,none,"['https://cache1.pakwheels.com/system/car_generation_pictures/5465/original/iris_(2).png?1617367434', 'https://cache2.pakwheels.com/system/car_generation_pictures/5457/original/2021-E-SEDAN-GAL-009-J-FE-DR.jpg?1617367359', 'https://cache1.pakwheels.com/system/car_generation_pictures/5458/original/2021-E-SEDAN-GAL-002-C-FE-DR.jpg?1617367360', 'https://cache1.pakwheels.com/system/car_generation_pictures/5459/original/2021-E-SEDAN-GAL-003-C-FE-DR.jpg?1617367360', 'https://cache4.pakwheels.com/system/car_generation_pictures/5460/original/2021-E-SEDAN-GAL-005-J-FE-DR.jpg?1617367361', 'https://cache4.pakwheels.com/system/car_generation_pictures/5461/original/2021-E-SEDAN-GALLERY-01-Expanded-DR.jpg?1617367361', 'https://cache3.pakwheels.com/system/car_generation_pictures/5462/original/2021-E-SEDAN-GAL-013-P-FI-DR.jpg?1617367362', 'https://cache4.pakwheels.com/system/car_generation_pictures/5463/original/2021-E-SEDAN-GAL-011-P-FI-DR.jpg?1617367362', 'https://cache2.pakwheels.com/system/car_generation_pictures/5464/original/2021-E-SEDAN-GAL-015-P-FI-DR.jpg?1617367363']","['Very Luxurious', 'Spacious and Practical', 'Good Safety rating with a high number of driving aids', 'Dealership available in Pakistan to cater later.']","['Expensive maintenance', 'Expensive spare parts']",none,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,none,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,none,Yes,Yes,none,none,none,Yes,Yes,Yes,none,Yes,Yes,Yes,Yes,none,none,Yes,Yes,Yes,none,Yes,Yes,none,none,none,none,none
